username,user id,access hash
,5433974911,6868755984139721636
,5433159649,-2658874521705642316
,5387519026,3388492724567598090
halilozcan8,5360844931,9044284621956736282
,5339878464,2177060583593620057
mwalmasri,5144051389,1910207313064486584
,5067079457,5134054251449297775
,5059706141,-7079509536424948986
,2142146322,-6821837714495674439
,2030445493,-6205193050446301798
shelbyuriel,1827506931,-8264506672321615754
,1731921695,-3988153786446766145
CarlosRaulJavier,1526184674,-8263585602159964695
tzhorj,1481395343,4971232111764208353
tobiashanl,923427237,-4006045266903145031
Gusev_1S,422512119,-2035724760336504209
evatum,385085037,-4573701760881447151
aeternaquaesitor,259872757,7245732381971366844
siminfar95,106921782,-4627988314993210684
username,user id,access hash
triistam,5560860031,-817022724850664733
temurumaruWS,5577711248,-8811823217235769958
BunyodbekNasriddinov,1990124001,-341867935380439018
Foffnow,1348219246,7015637334392884994
yurionterminal,5900637111,-1011636581705723240
hugo0069,806879735,7464564860248264537
kalibri1i,5704759292,4820487748593199070
sudo_pacman,1987752775,3710400652121524952
ismoilovdev,5277261407,1364728389841784017
Abdullayev_65,987730125,8335336766551547281
beccoderss,6212836799,-4296762624320638623
dozhkahs,248855859,-897764149559357077
Maruf_Ashurov,821953911,-5499378659728374765
http_master,1672039210,-210898816007389039
azamjon_dadajonov,2022220960,1617840710639104301
mister_mt,1863305183,6113041301418273061
rakhmonberganov,454428994,3020029105191890307
BoburXamidovCA,841299843,517003289653531991
CppCoderUz,1109023673,8197004319378020859
xelopsys,1440607729,9169754397624583025
mr_Akhmadov,941327405,-6031337938874411288
iKhanUz,1328662483,5136018587117536781
AbduganiToshmukhamedov,962526857,8165872773670178450
MR_MiLLioN,1098110187,1846180556516230209
Foreveri7,1684305595,-2160398985016338923
uz_an1me,1066125118,4843645822742272821
username,user id,access hash
hugo0069,806879735,7464564860248264537
Ixtirochiman,1945256128,-3498566885646285749
azamat_djuraev,19110,-2365184734935281419
OOishabonu,5130422459,-6494024730251936101
amorescam,742333517,-254802218113668676
,983360601,2281200425909823421
lamabana,1273637394,-2358852748365548916
ulugbek_mos,149520512,-5330701379553631274
cobocoin,976284588,-5970760933596124457
Franky_code,5490204259,5051167164565617732
PythonIs_Future,433073457,3249462979558410433
jamashking,109496750,-1917229878230828487
Elyor_kh,5514853994,1040920988059871388
muhammadsaid_uz,1361070484,-7301853652268401770
Aydos_dev,418703498,-3722109781065203347
mmannopov,1915854869,-6718857924772388158
alimoff,2007937692,-775165346013718879
maftuna_mahkamova,1384066020,-1390744085590660098
CEO_x_betta1,1229968543,7421957607331650509
Zsm_01,5839399747,2834046887243787974
dev_sstrong,5627824218,8031778263298484352
infinitaprogressio,471674418,2053797833072574495
zamiradev,5718672080,-7126171434098325900
Mirhacker07,5130594204,6497505507895852495
abdulaziz_goziev,855350544,-5509821758984604604
Agastoos,1455427810,1518664755583205640
nature_1604,5007511320,5836862637574923506
,5806907524,-6936996226953282961
LealtadYRespeto,1874713238,-6550331990875322943
tenbeshamon,1605882995,6256917998029558633
mildof_edu,1977068600,-3356456763776901672
Rad_moon,1118317597,-5407129879827728297
aza_zanet,749376750,9036288997910186259
rudeO5,5985742441,-7825093284553252892
Habibulloh_18,417820334,7778712472784317356
ba_mady,345502243,-1154427814354938732
karrvel,1645581147,6336242933662553187
TAcorporation,666636724,7114196755189243909
nzayniev,41793094,5693745705565123451
legionGRAF,1588368931,9082167254133761018
farrukh_shavkatov,1600932536,-8204157853561857083
Stinkycheeses,710119651,1399467782395073928
Fazik_zdes,2031051967,-4480133575547764767
Ozodbek_Shodiboyev,925986011,1109096732579443450
plugexe,5549729478,3239654974556381091
oxxyspace,1233746803,2171844813801037334
fozil_xyz,596394784,-7762435722310710043
alexander_shcherbina,188228452,-4775717357706288230
BlueSkyAble,1127597162,-9153560113725116970
i_Gore,65026360,-7104648649532887979
pulatkhanov,938254318,-6700922205675081910
dotnetboy,1781909205,2087562137771442302
muhammadkosimov,1170775643,9164431597641862823
fuckchromehearts,5654585919,8255958713170336464
Alimov_8,631412618,-2463261691802525992
hchmto,5409810812,1181368890104111593
,5714912069,796157071619276846
Uchqunovna2002,2103292518,-8156529827256983959
frontend_developer_N1,570300908,3733581356259941098
bakhodirov_23,1319057776,2296530074829214184
dawoodie,101029464,-4536597011981323107
morphinne_e,5640427983,-7013741402118825643
ElbekShermatov,1636559086,4422985845172227420
Jamshidovic_j,1710884314,7610674420375928331
Sara_Abdurrohman,1861669399,2747965680345052221
Sugdiyona_Akhmadjonova,649372061,7324107672272293262
gwBest07,1516333018,-6848084417012853535
SherAlex1998,137998265,1932187411028695580
sardor_stark,1556703984,-5669006099215310112
BorisSE,252514365,5605108742381318542
f_z_sk,180297831,3839182816808975857
ozodbek988,1355292130,-745852222983250606
SiddiqovMuxriddin,85324094,6795778820789915391
DAVE_SULTANKHODJAEV,355478678,-3054056777726333349
iamumurzakov,800055226,-2605747993478101795
khsnvas,2087315439,8750252816979049850
aslon13,869658560,-7409687038895141121
eugen_vogel,1327212652,5395239181725716403
,5144261515,2612329363840797727
jurakuloff01,586314612,-7547648772322541237
oripovgiyos1,896365112,6086639387342803557
adeliasstore,5721893620,-5520797361033108919
abdurakhmonnn,834592754,-912520771485220186
Said0343,1774901068,506242186954385705
mlkr_a,5825618974,-8512460481045407761
pushe_enka,264735859,-3877943850110165312
shaxxxxa77,924791148,-1186737564259176815
Misterioy,1353063548,-6429985672874338588
Magicschooluz01,2133086694,-7634586596852384675
hasan_norov_flutter_developer,2100896625,-2916994509768486627
ssamandaarovv,5249236462,2484367052830557932
blackroot,500246447,6435921062089817335
Truckings,1074920554,-1790968784724998204
og_verte,621269755,-7900565647675198584
elnur_tolqinov,1302249319,-6813537716951202833
gafforiy_s,621877515,-5669565643220287909
leonid0988,1024842335,8915401566230712817
hadjima,900334728,-2061988720614991600
ykaramatov,344479425,327671435296503041
plux96,130394710,-1358229665148537857
coder_FS,442403644,-7373707324071538078
dotnetgo,680418282,-1815038045732848978
Marjona_Bobonazarova,1215876341,-9060158011747689485
mirka24,631711832,-8963339079596738508
Axmedov_Jaloliddin,1442542517,-6933352052201339886
yomon_jiyan,1932837741,1300018356582972050
Salom_Istiqlol,5020268671,-8256850787105086250
umidjon_chik,454606386,5318530594427080216
sglwii,5500746318,4569022431933600944
alievazam,5074283743,341698328361602505
junior_coder_2007,1354459615,-9211587328423055571
r1xs1t1lla7,1297616303,-1794558089888361472
RahimovAsadbek,735024727,-2630555852995129038
Donik_2004,516486035,-3981783832007402883
,1351994808,11720939602166349
Rakhmatjonov007,1207688405,-3028021242100368746
erkinvch,2072206834,-7110333143568245918
M_MuhammadSodiq,651014178,-7424726059364051796
asliddin7001,752771398,-3660841769464317730
eskimos_e,5355389011,7045916639285917155
Robotics_Laboratory,438371530,7935976224996538739
realElyor,588354315,-7559637021256766083
tmbekzod,5403516004,7595285225736422387
snadezhdin_uzb,5626471673,-5620975971210428702
frx_sayfiyev,5487155782,3635231057842047815
No_Game_No_Life_Jocker,2025178213,7625664161499385005
MRXDeveloper23,1258103308,-4204698760743886487
Quvatov_Baxtiyor,1111312906,8301651162367116260
St_Tim6,1467769017,2272085279763253825
khonpavel,483767895,-2752176073533532482
Inoyatulla_official,1189538151,521609643329891729
musaaog,1201802387,5036459024840363304
shakhboz_khasanov,879774247,4813393701675013918
abdulazizovich_701,1864360993,-1709705315653420125
RUSH7777,505249686,-5989923871264204851
sketchtheme,626399741,3705004476626676319
UmidProg,5722181629,-61515290687396277
FUZAYLIDDIN_1,1886989052,-2525128414351646575
Rhythm_plus,712849281,-3091485050496808830
React_Developer_01,1407841890,699694017380299278
bekmoorod,1075396053,4419452442272877647
IN_SHAA_ALLAH_IELTS_9,5317295934,-8299265531750702957
zuhriddinov_a,992041203,4984680867450475767
muhammadali_2209,1777781933,5061786981920480911
New_Prime_Minister_of_Uzbekistan,578210332,67140510932601115
A99oc,739203262,7908630345876148254
Imana_fayozova,105057764,8927069877129397828
isroilkarimnazarov,5581182005,5910086234238080659
murodjonatamirzayev,369960307,-3818793581729396612
Munavvar_06,240283511,2876565681068261713
AsrorbekSultanov,696446096,6619826093233866539
Jamshid_Tolibjonov,1031466335,-7453362081007686990
mr_khusann,1884019518,1546892557408099132
smnv_shokh,819457713,-3922309018649761362
Shoha28,159778914,6896590051566728359
JaSurBeK_IsoKoV,1190498481,8010373119602002197
jasurbek_fm,1194804882,86973659754187801
Healer_css,774221893,1986438229061651265
Samandar_1oooo,5831614461,-2357167744431611389
ikrom_5657,1062135411,-2610648534664668821
valijon3044,871946617,5351360833329496629
Gorilla_22_03,1301566451,4409335121168620655
akbarovnavruzbek,1024938819,4563655825122292735
Ol1mjoH,994093368,6700399280014895454
,1852039623,1670714530208913259
Saman_Shelby,2095587279,2569053483876231950
,1952084375,-6705662548946851438
Abdulmukhtor,5947613921,-5455865861084986092
Tob1to1,1281993741,484703636066149916
mondi_23,934443418,-7275213219032668133
Islom4946,748672060,9007776363615004814
zen_zenya,399474650,-808565653028338007
,643893102,-1641681533874097542
Jahongir333,995500091,-873492774086576949
kuvanch,501702302,-6272389349427563890
Mariya_757,842739911,1980851031518804747
az_kh_sh,333270216,5173994037081400610
Khabibullo0302,5011034123,5507330600034953916
Sokhib,1078776768,6538616407664251926
shahzod_baxramovich,799226074,6121017106615780363
Turayev_dev,1831775038,-5379094072940148615
Chellenj_vatan_posboni,1851286750,8155927616281090044
komron_fayziboyev,1351428802,1830027013047178284
najiko12,443085768,-2975961653934915069
EkstremaI,341039067,-1631337314872808580
Abdulazizsoliyev_01,668187974,-1207483804636548088
Strela_01,643184241,-3234607429668528838
Amirov_T_official,981182687,-6859807439558151268
,5480616975,1298094845867380376
MirzobekXM,236145863,3704395647464097227
diyorbekmuminov,650653951,-4271578138856567669
psshmart,540002297,-1269541648632658431
Koblan_Mnajatdinov,944445627,2172091140548039757
Edem5,638783489,3870715800637124122
greenstar_admin,5137696479,1558390593593832727
,1879063974,450772932525685642
,443683895,5367588191851719034
Boytemir05,759012460,3047859237826801406
N_Temurovna,1032035995,-2850849647129994175
islomovic_j,863591967,6302139883044069846
n_adilet,622256595,6407685293484217402
umidjon_sadatov,70270879,3782963994832483545
Abbos_Akromovich_1999,826178561,-147234109725634156
khum9901,1837516857,520891901837787650
sanzhar_999,385529421,-150107447440549687
Saodat21_12,431143367,-5337238987577542978
Dildora_2908,5522890378,-7310825616639576646
enbrdnu,5324311711,7638226965530020475
Senior_khan,1057170372,-8309756923802812023
LeftChatDestroyer_bot,1803246519,-6122499203277437934
dr_Akramovna_02,2053173463,-1649593908178385115
freckled_me,1079387613,-7775691442136247855
azizarakhimova,144401209,-6724589615886310709
r_orif22,695798453,-6305802391010981133
jazz_jack_rabbit_28,1310640798,5786054986051885665
Bek4_20,727825713,-7525869520979815295
frozenfiksik,1548959,8652820318522676497
Shahzod0105,203881385,-4517945397376605154
XurshidKarimov,804292609,-222278799567928157
rlxrd,1363660146,233130905585600297
Ilhomjonov_1,1466173865,8468022752554997391
,1502893488,9106676478462011775
c8per1,5658950877,-8190737401115509645
xurshid_dayi,1679519946,-6436371863722574055
aerkinov,979226827,-6210219462450819509
smakh_04,1154273434,-7287156456169177734
Ibrohim_Fayzullayev,996202808,164836462068155420
Javohir474,959231665,-6418595861073974897
ALWAYSWANTTOFLY,5405613345,8430610556063898574
Uzbek_boy2302,899156228,4735444945082310397
Rasulchik_8,859978752,-6737953546410315522
sukhrob_eshboev,101753029,-4501747354911205294
Jushkinbek_Rashidovich,1027725076,-1917979572231873066
,5275495864,7615665649092373369
Akrom_8008,183917424,5837898528011623917
Samandar_Xamidov,1288426959,-4091456544996810457
harikochan,916935804,-8951085883705444372
Matjon,763343227,-6320193014355664694
abdulloh_rasuljanov,1173886125,3365807870159999110
Timurdgm,288079871,6311931030879253309
username,user id,access hash
OOishabonu,5130422459,-6494024730251936101
az_sabirov,5251526351,1897226790745468812
Exclusiiiveee,1973670204,-6390250941080025488
jamashking,109496750,-1917229878230828487
fozil_xyz,596394784,-7762435722310710043
Stinkycheeses,710119651,1399467782395073928
alimoff,2007937692,-775165346013718879
FarrukhAzamov,598357711,7436737107253802273
abc740,5093971163,6519513555468723545
karrvel,1645581147,6336242933662553187
hugo0069,806879735,7464564860248264537
feruuuz1,670031187,-6865192198024055266
neoblokchain,1624771172,8731185504059943139
pushe_enka,264735859,-3877943850110165312
CEO_x_betta1,1229968543,7421957607331650509
b4gid,1055120921,8316111700218636068
m_mannopov,492150577,1863969769927826697
DAVE_SULTANKHODJAEV,355478678,-3054056777726333349
MagicSchooluz,5251978177,8830992689557522200
beklinks,1735892249,5911880952571044768
amorescam,742333517,-254802218113668676
AkobirToshtemirov,5745798978,5653299814224475311
USH234,135180859,5462646684509241918
king200412,5693568624,-5936064795511372658
axiydev,892116291,3116504491316518741
temur_ochilov,158473075,9078385312398842178
Farrux_S_001,1327952101,4067045009553038418
Mr_Mark0606,892954849,8540012642980193065
high_2023,738117431,-7429722009427640659
harikochan,916935804,-8951085883705444372
greenstar_admin,5137696479,1558390593593832727
Software_by_STO,261758039,1198367648519197094
khakulov,2461045,-5542179865651974160
Shodiyor_Khurramov,776853235,-2517901987941637157
yahyo_004,1394184196,-554743464567251262
samandargaybullayev,747112917,-3870135275232484753
abdullohlutfiddinov,1024781867,-3138478326833062979
axadjon_1234,2032644867,-5567292689085452573
engineer_umarov,1760217478,-5841046064387270340
I_13_06,216521003,3490522112852986991
tipa_talaba,1472746219,4205654968040450007
aza_zanet,749376750,9036288997910186259
,1145032796,-4523214275265110688
NERO1997,48941301,6374050167870096493
Strela_01,643184241,-3234607429668528838
Zukhriddin07,933982786,-6387382131847688931
abdulloh_rasuljanov,1173886125,3365807870159999110
dmitriyprogr,304228579,-2954728047043992429
urdrops,1900881938,8672486724883088745
davlatovv_z,736342916,4787771989773749923
i_Gore,65026360,-7104648649532887979
FurqatShN,1266701573,7678435820449641410
yungfuehrer,868414999,-6112035303754334874
amoreuzbek,5277731101,-6426755856814230040
Un004,177847305,3019455743914427095
Saodat21_12,431143367,-5337238987577542978
,1695138971,5380329957738323809
jamol_5577,563329413,6596785846753630720
Shahzod0105,203881385,-4517945397376605154
frx_sayfiyev,5487155782,3635231057842047815
o101xd,996346575,-2443112458927690658
fayzmotr,790208567,-3506006992345897009
GayratbekKomilov,115489359,-2813378632434257038
Rad_moon,1118317597,-5407129879827728297
samar_st,934662021,1731713855820301720
,560836419,205455883751384512
erkinvch,2072206834,-7110333143568245918
Quvatov_Baxtiyor,1111312906,8301651162367116260
adkhamboy,157565756,644809933988115104
Davra_Young,89969486,4521314405715842720
M7860M,5006818392,5549401768486370081
Hope3538,1634251726,6177316352163116686
FULLSTEE,1855698340,-2226772369306009202
Fazliddin_Anvarov,673778277,-6665007207599713333
tmbekzod,5403516004,7595285225736422387
legionGRAF,1588368931,9082167254133761018
c8per1,5658950877,-8190737401115509645
Jamshidovic_j,1710884314,7610674420375928331
og_verte,621269755,-7900565647675198584
MvdGaniyev1,5298081094,3256789037546783820
the0shail,672111590,1091533586668854968
Software_engineer_19,658133168,7021299059513781236
ulugbek5509,721237497,-4868655943405398721
umidjon_0923,1994083121,-2461765563488466337
dawoodie,101029464,-4536597011981323107
gafforiy_s,621877515,-5669565643220287909
ifuituone,5097031509,3716303284554578453
thewakh,1940405172,312489459395944547
morphinne_e,5640427983,-7013741402118825643
ONSVS,5600841867,1476662642831729645
Adizbek,756765413,-7400285945853147297
Sardorjon_99,1779670683,3432637575366267129
DehqonovFazliddin,1535815443,-6823242008366507851
nurik_22_04,1350620417,-5625633879926076177
HBekhzod,426580716,-6845555796512725553
umidjon_sadatov,70270879,3782963994832483545
Akromjon777,1283394957,1557181464364371023
Hurshidbek_Kodirov,944649145,-522640963915937055
Mexanik_22,1533439841,4347877650078198369
iut_developer,1671363945,6201437684173674132
y_kara,58360006,2479569811853058484
SunEdition,816743,4084445584830412477
Cyberm7,526094274,-4979619416044014746
SherAlex1998,137998265,1932187411028695580
BorisSE,252514365,5605108742381318542
user_abdulla,256827956,-6000108013118675047
Samandar_Xamidov,1288426959,-4091456544996810457
musaaog,1201802387,5036459024840363304
islomovic_j,863591967,6302139883044069846
IslomRadjapov,529408795,5671765689684173498
Founder_Labihouse,1176941228,1411193737918056024
xadipay,1455058963,2442672184889403843
Kodirov_M,518675162,2793709639788472675
Dildora_2908,5522890378,-7310825616639576646
navaisayf,1961463972,-7775341888751722916
ShJavohir,352617072,7471081254127896792
brackeys,237688804,-4138007408541742623
sardor_stark,1556703984,-5669006099215310112
,563587494,-6059065988608240125
wlhmg,1947141006,7053356163574246597
rma_miss_doctor,2132969733,-1512714319373215326
HadichaBonu03,496982248,3823331689439848534
Abdullayev_65,987730125,8335336766551547281
opy_miner,52056938,2611847755254100940
Jamshid0225,1379566364,4056782441401193961
Ol1mjoH,994093368,6700399280014895454
aerkinov,979226827,-6210219462450819509
sketchtheme,626399741,3705004476626676319
Jushkinbek_Rashidovich,1027725076,-1917979572231873066
jor_ban,809095276,-745322943556259967
smnv_shokh,819457713,-3922309018649761362
Shoha28,159778914,6896590051566728359
gervnotfound,1985755992,7678812936627141272
ba_mady,345502243,-1154427814354938732
s_parmankulov,14136653,4164116058908047931
ELBEK_TATU,1095345387,6087110989473823317
,1832529954,5850660037310882193
DoniyorMajidov,681733904,-4660765608313046840
,1132841604,2680361124147794325
Musulmonov_Abror,1134318286,3736958660182544092
,5728584708,3848621555230568246
,5970089813,-4156187569556368069
didhehxub,866008705,1645224557745444663
oybekeshbayev,578859531,5955192235482938467
grandezablanca,92443322,1902662739737601340
humoyun_ff,66254715,5043672101403268587
username,user id,access hash
Axiyyimm,5632347788,8382454034153842719
,6169572690,7760392612872392243
XuWi_XuRwi_BaXLi,6015798745,-795539827218301086
She1kh_Uz,1549017358,-2772550644576798679
AinaOneBot,5982540030,1494015058201768288
Uzbek_bro,5723894938,7630790147545717585
ADMUHUCTPATOP,836290825,-2074267366054473236
yusuf_jon,5144969668,-4449222798224451806
MentalicBabe_bot,5772005727,5154690297236421560
XuLiGaN_1895,5095525300,-6976884850703754980
Mirzaaxmedovvv,5919367064,-7424647568010118023
username,user id,access hash
CheckerKaisen_bot,5431484152,-418233154642846464
Sebaacuz,5343004704,1020751764902592332
Val_GRC,5490149929,6535888453488976719
gremoray,5505644665,-3718132011723260342
Jared728,5878028072,3997858201654966381
Brand00n,5794717344,-7156990198178210562
JulietteCheckerBot,6163850899,2413179090428915080
Maicolsto,5564366003,4829919657139790613
Willi3030,865737051,2141745709610549470
Samy20004,2140500876,4121416418669906541
SebastianMzs,1152729392,771435081521878517
XlxDayaxlX23,5931848971,-4150610367122117215
gabi1857,5905682343,-6746436092285393196
SERGIO019MX,5341582767,5715328451764968977
Hyperx_Spacial,554039065,-1612967101126204337
Kalyy22,1269689765,6499513875758765634
Portgaz_D_Alan_Mccartney,5476481424,-5677316358778607259
Sargento34,2125673331,-1019480190546710839
Abseck24,627714154,4296266741042966521
DJBaByz,5435611792,-474138166766749390
Fabricio_Jksj,5196103355,-626097309538408507
juriaelpadre,1719932532,1822851012301712806
GroupHelpBot,162726413,4653168639033637589
GHSecurityBot,208056682,3643492818313803777
Jhon7279,1636007247,-190129333203694287
MalitoBot,396123569,-5662303617330652521
by_Alex_usa,5074680439,4169052621521867257
ByCracker2,2012851082,-394094826257588468
Leandro8090,5208219387,6483435832450211197
R3AD3R,700356190,-8039895707945131909
Passtrrick,5419753201,3666350863711756985
nigthwingmaster,1443147489,-1949451309569916108
Carlos_Flore,1571735143,7185495097715778024
CrimsonMeguBot,1161908115,5419644789774164502
Carlos98DS,2028939687,-8408117212991352531
LINUXLIGTH,1543401405,3707961834310285635
MyHaremBot,819097185,6918588896140930749
ElSrStark,2052474070,7664001933509636586
username,user id,access hash
hugo0069,806879735,7464564860248264537
Majbur_bot,1875833735,5265146839863346091
,5913340617,5942210806718232629
,5574830010,-9094271226662703376
DXaydarzoda,307284637,-4213649738600262889
,823561836,-4902314848917193606
,2020410992,4140488023028308534
Sadaf9200,1901068683,8656048596241198563
,776629769,1598073482865813688
Sorahonim_u,494478166,-4089686686483870006
,5382952941,-1412231017874225073
,588142827,-764965943578668512
,1801489309,-2191753905529390385
,5811138425,-4281309309590835517
modd444,1480908145,8172559086190516701
,1207213735,3172027139252509812
PravaBCDE,912009830,2776238607320440802
,984110961,2121003184415259150
,1306384414,-7323157273036164597
,2002995782,8366804393323437204
,5316790404,4013711435589590511
,5859779633,7223286060200029145
SABRAN9930,5864663259,4380920381435679006
,1751666388,-4532386788285417169
,965051857,-6564028391759165623
,539105632,-2848655053380801795
,5515000636,-1751993494787584679
guzal_mansurova,455426213,8245916112174961821
Tozalowbot,5057253600,725398498873697406
,823777755,-7984635113606700106
Malikakhan2020,5554024186,-6535475168771004998
,5436479637,891916085908048141
MuxammadlarimOtanazar,940495209,-2352871535360902387
,1795945249,3918012445156927425
,466969758,-8088250579748355601
,5832641216,-266833344315271150
,5712582626,-8521723553655379075
,5866969203,4042188468033903714
,5560061114,374542053421881844
,1561750223,362728428445498386
,1367999424,-296889398368731037
Susanna25,206800752,7996732660628912551
,929498704,-2431958238492873039
,849972215,-5146372400403909039
,1640811576,7228458582278072937
